TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
26242,species,runlau1,Rufous-necked Laughingthrush,Ianthocincla ruficollis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,runlau1
26243,species,chblau1,Chestnut-backed Laughingthrush,Ianthocincla nuchalis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,chblau1
26244,species,bltlau1,Black-throated Laughingthrush,Ianthocincla chinensis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,bltlau1
26245,issf,bktlau1,Black-throated Laughingthrush (Black-throated),Ianthocincla chinensis [chinensis Group],Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,bltlau1
26250,issf,bktlau2,Black-throated Laughingthrush (Hainan),Ianthocincla chinensis monachus,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,bltlau1
26251,species,whclau1,White-cheeked Laughingthrush,Ianthocincla vassali,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,whclau1
26252,species,yetlau1,Yellow-throated Laughingthrush,Ianthocincla galbana,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,yetlau1
26253,species,buclau1,Blue-crowned Laughingthrush,Ianthocincla courtoisi,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,buclau1
26256,species,wynlau1,Wynaad Laughingthrush,Ianthocincla delesserti,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,wynlau1
26257,species,ruvlau1,Rufous-vented Laughingthrush,Ianthocincla gularis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,ruvlau1
26258,species,pedlau1,Pere David's Laughingthrush,Ianthocincla davidi,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,pedlau1
26263,species,gyslau,Gray-sided Laughingthrush,Ianthocincla caerulata,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,gyslau
26269,species,ruslau1,Rusty Laughingthrush,Ianthocincla poecilorhyncha,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,ruslau1
26270,species,buflau1,Buffy Laughingthrush,Ianthocincla berthemyi,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,buflau1
26271,species,chclau3,Chestnut-capped Laughingthrush,Ianthocincla mitrata,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,chclau3
26274,species,chhlau1,Chestnut-hooded Laughingthrush,Ianthocincla treacheri,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,chhlau1
26278,species,whblau1,White-browed Laughingthrush,Ianthocincla sannio,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,whblau1
26283,species,chibab1,Chinese Babax,Ianthocincla lanceolata,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,chibab1
26284,issf,chibab2,Chinese Babax (Chinese),Ianthocincla lanceolata lanceolata/latouchei,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,chibab1
26287,issf,chibub1,Chinese Babax (Mt. Victoria),Ianthocincla lanceolata woodi,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,chibab1
26288,species,giabab1,Giant Babax,Ianthocincla waddelli,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,giabab1
26292,species,tibbab1,Tibetan Babax,Ianthocincla koslowi,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,tibbab1
26295,spuh,iantho1,Ianthocincla sp.,Ianthocincla sp.,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,iantho1
26296,species,strlau1,Streaked Laughingthrush,Trochalopteron lineatum,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,strlau1
26301,species,bhulau1,Bhutan Laughingthrush,Trochalopteron imbricatum,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,bhulau1
26302,species,strlau3,Striped Laughingthrush,Trochalopteron virgatum,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,strlau3
26303,species,scalau1,Scaly Laughingthrush,Trochalopteron subunicolor,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,scalau1
26307,species,brclau1,Brown-capped Laughingthrush,Trochalopteron austeni,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,brclau1
26310,species,blwlau1,Blue-winged Laughingthrush,Trochalopteron squamatum,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,blwlau1
26311,species,elllau1,Elliot's Laughingthrush,Trochalopteron elliotii,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,elllau1
26314,species,varlau1,Variegated Laughingthrush,Trochalopteron variegatum,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,varlau1
26317,species,prhlau1,Prince Henry's Laughingthrush,Trochalopteron henrici,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,prhlau1
26318,species,blflau1,Black-faced Laughingthrush,Trochalopteron affine,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,blflau1
26325,species,whwlau1,White-whiskered Laughingthrush,Trochalopteron morrisonianum,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,whwlau1
26326,species,chclau2,Chestnut-crowned Laughingthrush,Trochalopteron erythrocephalum,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,chclau2
26330,species,asslau1,Assam Laughingthrush,Trochalopteron chrysopterum,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,asslau1
26336,species,sielau1,Silver-eared Laughingthrush,Trochalopteron melanostigma,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,sielau1
26342,species,mallau1,Malayan Laughingthrush,Trochalopteron peninsulae,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,mallau1
26343,species,gowlau1,Golden-winged Laughingthrush,Trochalopteron ngoclinhense,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,gowlau1
26344,species,collau1,Collared Laughingthrush,Trochalopteron yersini,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,collau1
26345,species,rewlau1,Red-winged Laughingthrush,Trochalopteron formosum,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,rewlau1
26348,species,retlau1,Red-tailed Laughingthrush,Trochalopteron milnei,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,retlau1
26353,spuh,trocha1,Trochalopteron sp.,Trochalopteron sp.,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,trocha1
26354,species,bkclau1,Banasura Laughingthrush,Montecincla jerdoni,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,bkclau1
26355,species,bkclau2,Nilgiri Laughingthrush,Montecincla cachinnans,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,bkclau2
26356,species,kerlau2,Palani Laughingthrush,Montecincla fairbanki,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,kerlau2
26357,species,kerlau3,Ashambu Laughingthrush,Montecincla meridionalis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,kerlau3
26358,spuh,laughi1,laughingthrush sp.,Garrulax/Ianthocincla/Trochalopteron/Montecincla sp.,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,laughi1
26359,species,rufsib1,Rufous Sibia,Heterophasia capistrata,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,rufsib1
26363,species,grysib1,Gray Sibia,Heterophasia gracilis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,grysib1
26364,species,blbsib1,Black-backed Sibia,Heterophasia melanoleuca,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,blbsib1
26367,species,blhsib1,Black-headed Sibia,Heterophasia desgodinsi,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,blhsib1
26368,issf,bkhsib1,Black-headed Sibia (Black-headed),Heterophasia desgodinsi desgodinsi/tonkinensis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,blhsib1
26371,issf,bkhsib2,Black-headed Sibia (engelbachi/kingi),Heterophasia desgodinsi engelbachi/kingi,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,blhsib1
26374,issf,bkhsib3,Black-headed Sibia (Lang Bian),Heterophasia desgodinsi robinsoni,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,blhsib1
26375,species,whesib1,White-eared Sibia,Heterophasia auricularis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,whesib1
26376,species,beasib1,Beautiful Sibia,Heterophasia pulchella,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,beasib1
26377,species,lotsib1,Long-tailed Sibia,Heterophasia picaoides,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,lotsib1
26382,species,siemes1,Silver-eared Mesia,Leiothrix argentauris,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,siemes1
26383,issf,siemes2,Silver-eared Mesia (Silver-eared),Leiothrix argentauris [argentauris Group],Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,siemes1
26392,issf,siemes3,Silver-eared Mesia (Sumatran),Leiothrix argentauris laurinae/rookmakeri,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,siemes1
26395,species,reblei,Red-billed Leiothrix,Leiothrix lutea,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,reblei
26402,species,retmin1,Red-tailed Minla,Minla ignotincta,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,retmin1
26407,species,rubsib1,Rufous-backed Sibia,Minla annectens,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,rubsib1
26413,species,gyccro1,Gray-crowned Crocias,Crocias langbianis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,gyccro1
26414,species,spocro1,Spotted Crocias,Crocias albonotatus,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,spocro1
26415,species,gyflio1,Gray-faced Liocichla,Liocichla omeiensis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,gyflio1
26416,species,buglio1,Bugun Liocichla,Liocichla bugunorum,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,buglio1
26417,species,stelio1,Steere's Liocichla,Liocichla steerii,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,stelio1
26418,species,reflio2,Red-faced Liocichla,Liocichla phoenicea,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,reflio2
26421,species,reflio3,Scarlet-faced Liocichla,Liocichla ripponi,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,reflio3
26424,species,bkcbar1,Black-crowned Barwing,Actinodura sodangorum,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,bkcbar1
26425,species,hotbar1,Hoary-throated Barwing,Actinodura nipalensis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,hotbar1
26428,species,sttbar1,Streak-throated Barwing,Actinodura waldeni,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,sttbar1
26433,slash,y00753,Hoary-throated/Streak-throated Barwing,Actinodura nipalensis/waldeni,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,y00753
26434,species,strbar1,Streaked Barwing,Actinodura souliei,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,strbar1
26437,species,taibar1,Taiwan Barwing,Actinodura morrisoniana,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,taibar1
26438,species,rufbar1,Rusty-fronted Barwing,Actinodura egertoni,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,rufbar1
26443,species,spebar1,Spectacled Barwing,Actinodura ramsayi,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,spebar1
26444,issf,spebar2,Spectacled Barwing (Eastern),Actinodura ramsayi radcliffei/yunnanensis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,spebar1
26447,issf,spebar3,Spectacled Barwing (Western),Actinodura ramsayi ramsayi,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,spebar1
26448,species,blwmin1,Blue-winged Minla,Actinodura cyanouroptera,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,blwmin1
26457,species,chtmin1,Chestnut-tailed Minla,Actinodura strigula,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),,chtmin1
26465,species,gursug1,Gurney's Sugarbird,Promerops gurneyi,Passeriformes,Promeropidae (Sugarbirds),Sugarbirds,gursug1
26468,species,capsug1,Cape Sugarbird,Promerops cafer,Passeriformes,Promeropidae (Sugarbirds),,capsug1
26469,species,spothr1,Spot-throat,Modulatrix stictigula,Passeriformes,Modulatricidae (Dapple-throat and Allies),Dapple-throats,spothr1
26472,species,dapthr1,Dapple-throat,Arcanator orostruthus,Passeriformes,Modulatricidae (Dapple-throat and Allies),,dapthr1
26476,species,gycill1,Gray-chested Babbler,Kakamega poliothorax,Passeriformes,Modulatricidae (Dapple-throat and Allies),,gycill1
26477,species,asfblu1,Asian Fairy-bluebird,Irena puella,Passeriformes,Irenidae (Fairy-bluebirds),Fairy-bluebirds,asfblu1
26478,issf,asifab1,Asian Fairy-bluebird (Asian),Irena puella [puella Group],Passeriformes,Irenidae (Fairy-bluebirds),,asfblu1
26483,issf,asifab2,Asian Fairy-bluebird (Palawan),Irena puella tweeddalii,Passeriformes,Irenidae (Fairy-bluebirds),,asfblu1
26484,species,phifab1,Philippine Fairy-bluebird,Irena cyanogastra,Passeriformes,Irenidae (Fairy-bluebirds),,phifab1
26489,species,yebhyl1,Yellow-bellied Hyliota,Hyliota flavigaster,Passeriformes,Hyliotidae (Hyliotas),Hyliotas,yebhyl1
26492,species,souhyl1,Southern Hyliota,Hyliota australis,Passeriformes,Hyliotidae (Hyliotas),,souhyl1
26496,species,usahyl1,Usambara Hyliota,Hyliota usambara,Passeriformes,Hyliotidae (Hyliotas),,usahyl1
26497,species,vibhyl1,Violet-backed Hyliota,Hyliota violacea,Passeriformes,Hyliotidae (Hyliotas),,vibhyl1
26500,species,gysfly1,Gray-streaked Flycatcher,Muscicapa griseisticta,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,gysfly1
26501,species,dasfly,Dark-sided Flycatcher,Muscicapa sibirica,Passeriformes,Muscicapidae (Old World Flycatchers),,dasfly
26506,slash,y01085,Gray-streaked/Dark-sided Flycatcher,Muscicapa griseisticta/sibirica,Passeriformes,Muscicapidae (Old World Flycatchers),,y01085
26507,species,ferfly1,Ferruginous Flycatcher,Muscicapa ferruginea,Passeriformes,Muscicapidae (Old World Flycatchers),,ferfly1
26508,species,asbfly,Asian Brown Flycatcher,Muscicapa dauurica,Passeriformes,Muscicapidae (Old World Flycatchers),,asbfly
26511,species,asbfly1,Ashy-breasted Flycatcher,Muscicapa randi,Passeriformes,Muscicapidae (Old World Flycatchers),,asbfly1
26512,species,subfly2,Sumba Brown Flycatcher,Muscicapa segregata,Passeriformes,Muscicapidae (Old World Flycatchers),,subfly2
26513,species,brbfly2,Brown-breasted Flycatcher,Muscicapa muttui,Passeriformes,Muscicapidae (Old World Flycatchers),,brbfly2
26514,species,subfly3,Sulawesi Brown Flycatcher,Muscicapa sodhii,Passeriformes,Muscicapidae (Old World Flycatchers),,subfly3
26515,species,bnsfly1,Brown-streaked Flycatcher,Muscicapa williamsoni,Passeriformes,Muscicapidae (Old World Flycatchers),,bnsfly1
26516,issf,bnsfly2,Brown-streaked Flycatcher (Brown-streaked),Muscicapa williamsoni williamsoni,Passeriformes,Muscicapidae (Old World Flycatchers),,bnsfly1
26517,issf,bnsfly3,Brown-streaked Flycatcher (Umber),Muscicapa williamsoni umbrosa,Passeriformes,Muscicapidae (Old World Flycatchers),,bnsfly1
26518,slash,y00754,Asian Brown/Brown-streaked Flycatcher,Muscicapa dauurica/williamsoni,Passeriformes,Muscicapidae (Old World Flycatchers),,y00754
26519,species,afdfly1,Dusky-brown Flycatcher,Muscicapa adusta,Passeriformes,Muscicapidae (Old World Flycatchers),,afdfly1
26530,species,ligfly2,Little Flycatcher,Muscicapa epulata,Passeriformes,Muscicapidae (Old World Flycatchers),,ligfly2
26531,species,yeffly1,Yellow-footed Flycatcher,Muscicapa sethsmithi,Passeriformes,Muscicapidae (Old World Flycatchers),,yeffly1
26532,species,spofly1,Spotted Flycatcher,Muscicapa striata,Passeriformes,Muscicapidae (Old World Flycatchers),,spofly1
26533,issf,spofly2,Spotted Flycatcher (Spotted),Muscicapa striata [striata Group],Passeriformes,Muscicapidae (Old World Flycatchers),,spofly1
26539,issf,spofly3,Spotted Flycatcher (Mediterranean),Muscicapa striata tyrrhenica/balearica,Passeriformes,Muscicapidae (Old World Flycatchers),,spofly1
26542,species,gamfly1,Gambaga Flycatcher,Muscicapa gambagae,Passeriformes,Muscicapidae (Old World Flycatchers),,gamfly1
26543,species,swafly3,Swamp Flycatcher,Muscicapa aquatica,Passeriformes,Muscicapidae (Old World Flycatchers),,swafly3
26548,species,casfly1,Cassin's Flycatcher,Muscicapa cassini,Passeriformes,Muscicapidae (Old World Flycatchers),,casfly1
26549,spuh,muscic1,Muscicapa sp.,Muscicapa sp.,Passeriformes,Muscicapidae (Old World Flycatchers),,muscic1
26550,species,boefly1,Bšhm's Flycatcher,Bradornis boehmi,Passeriformes,Muscicapidae (Old World Flycatchers),,boefly1
26551,species,ussfly1,Ussher's Flycatcher,Bradornis ussheri,Passeriformes,Muscicapidae (Old World Flycatchers),,ussfly1
26552,species,soofly1,Sooty Flycatcher,Bradornis fuliginosus,Passeriformes,Muscicapidae (Old World Flycatchers),,soofly1
26555,species,dubfly2,Dusky-blue Flycatcher,Bradornis comitatus,Passeriformes,Muscicapidae (Old World Flycatchers),,dubfly2
26559,species,marfly1,Mariqua Flycatcher,Bradornis mariquensis,Passeriformes,Muscicapidae (Old World Flycatchers),,marfly1
26563,species,afgfly1,Grayish Flycatcher,Bradornis microrhynchus,Passeriformes,Muscicapidae (Old World Flycatchers),,afgfly1
26564,issf,grafly2,Grayish Flycatcher (Ethiopian),Bradornis microrhynchus pumilus,Passeriformes,Muscicapidae (Old World Flycatchers),,afgfly1
26565,issf,grafly1,Grayish Flycatcher (Grayish),Bradornis microrhynchus [microrhynchus Group],Passeriformes,Muscicapidae (Old World Flycatchers),,afgfly1
26570,spuh,brador1,Bradornis sp.,Bradornis sp.,Passeriformes,Muscicapidae (Old World Flycatchers),,brador1
26571,spuh,y01003,Muscicapa/Bradornis sp.,Muscicapa/Bradornis sp.,Passeriformes,Muscicapidae (Old World Flycatchers),,y01003
26572,species,palfly2,Pale Flycatcher,Agricola pallidus,Passeriformes,Muscicapidae (Old World Flycatchers),,palfly2
26573,issf,palfly6,Pale Flycatcher (Pale),Agricola pallidus [pallidus Group],Passeriformes,Muscicapidae (Old World Flycatchers),,palfly2
26584,issf,palfly4,Pale Flycatcher (Wajir),Agricola pallidus bafirawari,Passeriformes,Muscicapidae (Old World Flycatchers),,palfly2
26585,issf,palfly5,Pale Flycatcher (East Coast),Agricola pallidus subalaris/erlangeri,Passeriformes,Muscicapidae (Old World Flycatchers),,palfly2
26588,species,chafly2,Chat Flycatcher,Agricola infuscatus,Passeriformes,Muscicapidae (Old World Flycatchers),,chafly2
26594,species,wbffly1,White-browed Forest-Flycatcher,Fraseria cinerascens,Passeriformes,Muscicapidae (Old World Flycatchers),,wbffly1
26597,species,afffly1,African Forest-Flycatcher,Fraseria ocreata,Passeriformes,Muscicapidae (Old World Flycatchers),,afffly1
26598,issf,afrfof1,African Forest-Flycatcher (Western),Fraseria ocreata prosphora/kelsalli,Passeriformes,Muscicapidae (Old World Flycatchers),,afffly1
26601,issf,afrfof2,African Forest-Flycatcher (Eastern),Fraseria ocreata ocreata,Passeriformes,Muscicapidae (Old World Flycatchers),,afffly1
26602,species,gyttif1,Gray-throated Tit-Flycatcher,Fraseria griseigularis,Passeriformes,Muscicapidae (Old World Flycatchers),,gyttif1
26605,species,grytif1,Gray Tit-Flycatcher,Fraseria plumbea,Passeriformes,Muscicapidae (Old World Flycatchers),,grytif1
