TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
15084,species,incfly1,Inca Flycatcher,Leptopogon taczanowskii,Passeriformes,Tyrannidae (Tyrant Flycatchers),,incfly1
15085,species,vabtyr1,Variegated Bristle-Tyrant,Phylloscartes poecilotis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,vabtyr1
15086,species,chabrt1,Chapman's Bristle-Tyrant,Phylloscartes chapmani,Passeriformes,Tyrannidae (Tyrant Flycatchers),,chabrt1
15089,species,mfbtyr1,Marble-faced Bristle-Tyrant,Phylloscartes ophthalmicus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,mfbtyr1
15093,species,vebtyr2,Venezuelan Bristle-Tyrant,Phylloscartes venezuelanus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,vebtyr2
15094,species,anbtyr1,Antioquia Bristle-Tyrant,Phylloscartes lanyoni,Passeriformes,Tyrannidae (Tyrant Flycatchers),,anbtyr1
15095,species,spbtyr1,Spectacled Bristle-Tyrant,Phylloscartes orbitalis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,spbtyr1
15096,species,sobtyr2,Southern Bristle-Tyrant,Phylloscartes eximius,Passeriformes,Tyrannidae (Tyrant Flycatchers),,sobtyr2
15097,species,moctyr2,Mottle-cheeked Tyrannulet,Phylloscartes ventralis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,moctyr2
15101,species,restyr1,Restinga Tyrannulet,Phylloscartes kronei,Passeriformes,Tyrannidae (Tyrant Flycatchers),,restyr1
15102,species,bahtyr1,Bahia Tyrannulet,Phylloscartes beckeri,Passeriformes,Tyrannidae (Tyrant Flycatchers),,bahtyr1
15103,species,yegtyr1,Yellow-green Tyrannulet,Phylloscartes flavovirens,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yegtyr1
15104,species,olgtyr1,Olive-green Tyrannulet,Phylloscartes virescens,Passeriformes,Tyrannidae (Tyrant Flycatchers),,olgtyr1
15105,species,ecutyr1,Ecuadorian Tyrannulet,Phylloscartes gualaquizae,Passeriformes,Tyrannidae (Tyrant Flycatchers),,ecutyr1
15106,species,blftyr1,Black-fronted Tyrannulet,Phylloscartes nigrifrons,Passeriformes,Tyrannidae (Tyrant Flycatchers),,blftyr1
15107,species,rubtyr1,Rufous-browed Tyrannulet,Phylloscartes superciliaris,Passeriformes,Tyrannidae (Tyrant Flycatchers),,rubtyr1
15111,species,alatyr1,Alagoas Tyrannulet,Phylloscartes ceciliae,Passeriformes,Tyrannidae (Tyrant Flycatchers),,alatyr1
15112,species,rultyr1,Rufous-lored Tyrannulet,Phylloscartes flaviventris,Passeriformes,Tyrannidae (Tyrant Flycatchers),,rultyr1
15113,species,ciftyr1,Cinnamon-faced Tyrannulet,Phylloscartes parkeri,Passeriformes,Tyrannidae (Tyrant Flycatchers),,ciftyr1
15114,species,migtyr1,Minas Gerais Tyrannulet,Phylloscartes roquettei,Passeriformes,Tyrannidae (Tyrant Flycatchers),,migtyr1
15115,species,saptyr1,Sao Paulo Tyrannulet,Phylloscartes paulista,Passeriformes,Tyrannidae (Tyrant Flycatchers),,saptyr1
15116,species,oustyr1,Oustalet's Tyrannulet,Phylloscartes oustaleti,Passeriformes,Tyrannidae (Tyrant Flycatchers),,oustyr1
15117,species,sdmtyr2,Serra do Mar Tyrannulet,Phylloscartes difficilis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,sdmtyr2
15118,species,bartyr1,Bay-ringed Tyrannulet,Phylloscartes sylviolus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,bartyr1
15119,spuh,phyllo2,Phylloscartes sp.,Phylloscartes sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,phyllo2
15120,species,roltyr1,Rough-legged Tyrannulet,Phyllomyias burmeisteri,Passeriformes,Tyrannidae (Tyrant Flycatchers),,roltyr1
15121,issf,roltyr2,Rough-legged Tyrannulet (Zeledon's),Phyllomyias burmeisteri zeledoni,Passeriformes,Tyrannidae (Tyrant Flycatchers),,roltyr1
15122,issf,roltyr4,Rough-legged Tyrannulet (White-fronted),Phyllomyias burmeisteri [leucogonys Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,roltyr1
15127,issf,roltyr3,Rough-legged Tyrannulet (Burmeister's),Phyllomyias burmeisteri burmeisteri,Passeriformes,Tyrannidae (Tyrant Flycatchers),,roltyr1
15128,species,gretyr1,Greenish Tyrannulet,Phyllomyias virescens,Passeriformes,Tyrannidae (Tyrant Flycatchers),,gretyr1
15129,species,reityr1,Reiser's Tyrannulet,Phyllomyias reiseri,Passeriformes,Tyrannidae (Tyrant Flycatchers),,reityr1
15130,species,urityr1,Urich's Tyrannulet,Phyllomyias urichi,Passeriformes,Tyrannidae (Tyrant Flycatchers),,urityr1
15131,species,scltyr1,Sclater's Tyrannulet,Phyllomyias sclateri,Passeriformes,Tyrannidae (Tyrant Flycatchers),,scltyr1
15134,species,platyr2,Planalto Tyrannulet,Phyllomyias fasciatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,platyr2
15138,species,yuntyr1,Yungas Tyrannulet,Phyllomyias weedeni,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yuntyr1
15139,species,sohtyr1,Sooty-headed Tyrannulet,Phyllomyias griseiceps,Passeriformes,Tyrannidae (Tyrant Flycatchers),,sohtyr1
15140,species,blctyr1,Black-capped Tyrannulet,Phyllomyias nigrocapillus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,blctyr1
15144,species,ashtyr1,Ashy-headed Tyrannulet,Phyllomyias cinereiceps,Passeriformes,Tyrannidae (Tyrant Flycatchers),,ashtyr1
15145,species,tartyr1,Tawny-rumped Tyrannulet,Phyllomyias uropygialis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,tartyr1
15146,species,plctyr1,Plumbeous-crowned Tyrannulet,Phyllomyias plumbeiceps,Passeriformes,Tyrannidae (Tyrant Flycatchers),,plctyr1
15147,species,gyctyr1,Gray-capped Tyrannulet,Phyllomyias griseocapilla,Passeriformes,Tyrannidae (Tyrant Flycatchers),,gyctyr1
15148,spuh,phyllo3,Phyllomyias sp.,Phyllomyias sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,phyllo3
15149,species,rebtyr2,Red-billed Tyrannulet,Zimmerius cinereicapilla,Passeriformes,Tyrannidae (Tyrant Flycatchers),,rebtyr2
15150,species,mistyr1,Mishana Tyrannulet,Zimmerius villarejoi,Passeriformes,Tyrannidae (Tyrant Flycatchers),,mistyr1
15151,species,chityr1,Chico's Tyrannulet,Zimmerius chicomendesi,Passeriformes,Tyrannidae (Tyrant Flycatchers),,chityr1
15152,species,guityr1,Guianan Tyrannulet,Zimmerius acer,Passeriformes,Tyrannidae (Tyrant Flycatchers),,guityr1
15153,species,paltyr2,Guatemalan Tyrannulet,Zimmerius vilissimus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,paltyr2
15154,species,paltyr3,Mistletoe Tyrannulet,Zimmerius parvus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,paltyr3
15155,slash,y01089,Guatemalan/Mistletoe Tyrannulet,Zimmerius vilissimus/parvus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,y01089
15156,species,chotyr1,Choco Tyrannulet,Zimmerius albigularis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,chotyr1
15157,species,paltyr4,Spectacled Tyrannulet,Zimmerius improbus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,paltyr4
15160,species,goftyr1,Golden-faced Tyrannulet,Zimmerius chrysops,Passeriformes,Tyrannidae (Tyrant Flycatchers),,goftyr1
15161,issf,goftyr5,Golden-faced Tyrannulet (Coopmans's),Zimmerius chrysops minimus/cumanensis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,goftyr1
15164,issf,goftyr3,Golden-faced Tyrannulet (Golden-faced),Zimmerius chrysops chrysops,Passeriformes,Tyrannidae (Tyrant Flycatchers),,goftyr1
15165,species,pertyr1,Peruvian Tyrannulet,Zimmerius viridiflavus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,pertyr1
15166,issf,goftyr4,Peruvian Tyrannulet (Loja),Zimmerius viridiflavus flavidifrons,Passeriformes,Tyrannidae (Tyrant Flycatchers),,pertyr1
15167,form,goftyr2,Peruvian Tyrannulet (Amazonas),Zimmerius viridiflavus [undescribed form],Passeriformes,Tyrannidae (Tyrant Flycatchers),,pertyr1
15168,issf,pertyr2,Peruvian Tyrannulet (Peruvian),Zimmerius viridiflavus viridiflavus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,pertyr1
15169,species,boltyr1,Bolivian Tyrannulet,Zimmerius bolivianus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,boltyr1
15170,species,paltyr5,Venezuelan Tyrannulet,Zimmerius petersi,Passeriformes,Tyrannidae (Tyrant Flycatchers),,paltyr5
15171,species,slftyr1,Slender-footed Tyrannulet,Zimmerius gracilipes,Passeriformes,Tyrannidae (Tyrant Flycatchers),,slftyr1
15174,spuh,zimmer1,Zimmerius sp.,Zimmerius sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,zimmer1
15175,species,nosfly1,Northern Scrub-Flycatcher,Sublegatus arenarum,Passeriformes,Tyrannidae (Tyrant Flycatchers),,nosfly1
15182,species,amsfly1,Amazonian Scrub-Flycatcher,Sublegatus obscurior,Passeriformes,Tyrannidae (Tyrant Flycatchers),,amsfly1
15183,species,sosfly1,Southern Scrub-Flycatcher,Sublegatus modestus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,sosfly1
15186,spuh,scrub-2,scrub-flycatcher sp.,Sublegatus sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,scrub-2
15187,species,slbtyr1,Slender-billed Tyrannulet,Inezia tenuirostris,Passeriformes,Tyrannidae (Tyrant Flycatchers),,slbtyr1
15188,species,platyr1,Plain Tyrannulet,Inezia inornata,Passeriformes,Tyrannidae (Tyrant Flycatchers),,platyr1
15189,species,amatyr1,Amazonian Tyrannulet,Inezia subflava,Passeriformes,Tyrannidae (Tyrant Flycatchers),,amatyr1
15192,species,pattyr3,Pale-tipped Tyrannulet,Inezia caudata,Passeriformes,Tyrannidae (Tyrant Flycatchers),,pattyr3
15195,species,ornfly1,Ornate Flycatcher,Myiotriccus ornatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,ornfly1
15196,issf,ornfly2,Ornate Flycatcher (Western),Myiotriccus ornatus ornatus/stellatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,ornfly1
15199,issf,ornfly3,Ornate Flycatcher (Eastern),Myiotriccus ornatus phoenicurus/aureiventris,Passeriformes,Tyrannidae (Tyrant Flycatchers),,ornfly1
15202,species,mcrtyr1,Many-colored Rush Tyrant,Tachuris rubrigastra,Passeriformes,Tyrannidae (Tyrant Flycatchers),,mcrtyr1
15207,species,shttyr1,Sharp-tailed Tyrant,Culicivora caudacuta,Passeriformes,Tyrannidae (Tyrant Flycatchers),,shttyr1
15208,species,boptyr1,Bronze-olive Pygmy-Tyrant,Pseudotriccus pelzelni,Passeriformes,Tyrannidae (Tyrant Flycatchers),,boptyr1
15209,issf,bropyt1,Bronze-olive Pygmy-Tyrant (annectens/berlepschi),Pseudotriccus pelzelni annectens/berlepschi,Passeriformes,Tyrannidae (Tyrant Flycatchers),,boptyr1
15212,issf,bropyt2,Bronze-olive Pygmy-Tyrant (pelzelni/peruvianus),Pseudotriccus pelzelni pelzelni/peruvianus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,boptyr1
15215,species,hfptyr1,Hazel-fronted Pygmy-Tyrant,Pseudotriccus simplex,Passeriformes,Tyrannidae (Tyrant Flycatchers),,hfptyr1
15216,species,rhptyr1,Rufous-headed Pygmy-Tyrant,Pseudotriccus ruficeps,Passeriformes,Tyrannidae (Tyrant Flycatchers),,rhptyr1
15217,species,rinant2,Ringed Antpipit,Corythopis torquatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,rinant2
15221,species,souant1,Southern Antpipit,Corythopis delalandi,Passeriformes,Tyrannidae (Tyrant Flycatchers),,souant1
15222,species,tcptyr1,Tawny-crowned Pygmy-Tyrant,Euscarthmus meloryphus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,tcptyr1
15223,issf,tacpyt1,Tawny-crowned Pygmy-Tyrant (Tawny-crowned),Euscarthmus meloryphus meloryphus/paulus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,tcptyr1
15226,issf,tacpyt2,Tawny-crowned Pygmy-Tyrant (Tawny-fronted),Euscarthmus meloryphus fulviceps,Passeriformes,Tyrannidae (Tyrant Flycatchers),,tcptyr1
15227,species,rsptyr1,Rufous-sided Pygmy-Tyrant,Euscarthmus rufomarginatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,rsptyr1
15228,species,gawtyr2,Gray-and-white Tyrannulet,Pseudelaenia leucospodia,Passeriformes,Tyrannidae (Tyrant Flycatchers),,gawtyr2
15229,species,lewtyr1,Lesser Wagtail-Tyrant,Stigmatura napensis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,lewtyr1
15230,issf,leswat1,Lesser Wagtail-Tyrant (Lesser),Stigmatura napensis napensis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,lewtyr1
15231,issf,leswat2,Lesser Wagtail-Tyrant (Bahia),Stigmatura napensis bahiae,Passeriformes,Tyrannidae (Tyrant Flycatchers),,lewtyr1
15232,form,oriwat1,Orinoco Wagtail-Tyrant (undescribed form),Stigmatura [undescribed form],Passeriformes,Tyrannidae (Tyrant Flycatchers),,oriwat1
15233,species,grwtyr1,Greater Wagtail-Tyrant,Stigmatura budytoides,Passeriformes,Tyrannidae (Tyrant Flycatchers),,grwtyr1
15234,issf,grewat1,Greater Wagtail-Tyrant (Greater),Stigmatura budytoides [budytoides Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,grwtyr1
15238,issf,grewat2,Greater Wagtail-Tyrant (Caatinga),Stigmatura budytoides gracilis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,grwtyr1
15239,species,eaptyr1,Eared Pygmy-Tyrant,Myiornis auricularis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,eaptyr1
15242,form,mappyt1,Maranhao-Piaui Pygmy-Tyrant (undescribed form),Myiornis [undescribed form],Passeriformes,Tyrannidae (Tyrant Flycatchers),,mappyt1
15243,species,wbptyr1,White-bellied Pygmy-Tyrant,Myiornis albiventris,Passeriformes,Tyrannidae (Tyrant Flycatchers),,wbptyr1
15244,species,bcptyr1,Black-capped Pygmy-Tyrant,Myiornis atricapillus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,bcptyr1
15245,species,stptyr1,Short-tailed Pygmy-Tyrant,Myiornis ecaudatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,stptyr1
15248,species,scptyr1,Scale-crested Pygmy-Tyrant,Lophotriccus pileatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,scptyr1
15254,species,dbptyr1,Double-banded Pygmy-Tyrant,Lophotriccus vitiosus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,dbptyr1
15259,species,lcptyr1,Long-crested Pygmy-Tyrant,Lophotriccus eulophotes,Passeriformes,Tyrannidae (Tyrant Flycatchers),,lcptyr1
15260,species,heptyr1,Helmeted Pygmy-Tyrant,Lophotriccus galeatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,heptyr1
15261,spuh,lophot1,Lophotriccus sp.,Lophotriccus sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,lophot1
15262,species,peptyr1,Pale-eyed Pygmy-Tyrant,Atalotriccus pilaris,Passeriformes,Tyrannidae (Tyrant Flycatchers),,peptyr1
15267,species,norben1,Northern Bentbill,Oncostoma cinereigulare,Passeriformes,Tyrannidae (Tyrant Flycatchers),,norben1
15268,species,souben1,Southern Bentbill,Oncostoma olivaceum,Passeriformes,Tyrannidae (Tyrant Flycatchers),,souben1
15269,species,snttyr1,Snethlage's Tody-Tyrant,Hemitriccus minor,Passeriformes,Tyrannidae (Tyrant Flycatchers),,snttyr1
15270,issf,snetot1,Snethlage's Tody-Tyrant (Igapo),Hemitriccus minor pallens,Passeriformes,Tyrannidae (Tyrant Flycatchers),,snttyr1
15271,issf,snetot2,Snethlage's Tody-Tyrant (Snethlage's),Hemitriccus minor minor/snethlageae,Passeriformes,Tyrannidae (Tyrant Flycatchers),,snttyr1
15274,species,yuttyr1,Yungas Tody-Tyrant,Hemitriccus spodiops,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yuttyr1
15275,species,acrtot1,Acre Tody-Tyrant,Hemitriccus cohnhafti,Passeriformes,Tyrannidae (Tyrant Flycatchers),,acrtot1
15276,species,flapyt1,Flammulated Pygmy-Tyrant,Hemitriccus flammulatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,flapyt1
15279,species,drbpyt1,Drab-breasted Pygmy-Tyrant,Hemitriccus diops,Passeriformes,Tyrannidae (Tyrant Flycatchers),,drbpyt1
15280,species,bnbpyt1,Brown-breasted Pygmy-Tyrant,Hemitriccus obsoletus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,bnbpyt1
15283,species,bbttyr1,Boat-billed Tody-Tyrant,Hemitriccus josephinae,Passeriformes,Tyrannidae (Tyrant Flycatchers),,bbttyr1
15284,species,wettyr1,White-eyed Tody-Tyrant,Hemitriccus zosterops,Passeriformes,Tyrannidae (Tyrant Flycatchers),,wettyr1
15287,species,whbtot1,White-bellied Tody-Tyrant,Hemitriccus griseipectus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,whbtot1
15290,species,erttyr1,Eye-ringed Tody-Tyrant,Hemitriccus orbitatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,erttyr1
15291,species,jottyr1,Johannes's Tody-Tyrant,Hemitriccus iohannis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,jottyr1
15292,species,snttyr2,Stripe-necked Tody-Tyrant,Hemitriccus striaticollis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,snttyr2
15295,species,hattyr1,Hangnest Tody-Tyrant,Hemitriccus nidipendulus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,hattyr1
15298,species,pvttyr1,Pearly-vented Tody-Tyrant,Hemitriccus margaritaceiventer,Passeriformes,Tyrannidae (Tyrant Flycatchers),,pvttyr1
15308,species,pettyr1,Pelzeln's Tody-Tyrant,Hemitriccus inornatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,pettyr1
15309,species,zittyr1,Zimmer's Tody-Tyrant,Hemitriccus minimus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,zittyr1
15310,species,btttyr1,Black-throated Tody-Tyrant,Hemitriccus granadensis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,btttyr1
15318,species,cbttyr1,Cinnamon-breasted Tody-Tyrant,Hemitriccus cinnamomeipectus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,cbttyr1
15319,species,bbttyr2,Buff-breasted Tody-Tyrant,Hemitriccus mirandae,Passeriformes,Tyrannidae (Tyrant Flycatchers),,bbttyr2
15320,species,kattyr1,Kaempfer's Tody-Tyrant,Hemitriccus kaempferi,Passeriformes,Tyrannidae (Tyrant Flycatchers),,kattyr1
15321,species,btttyr2,Buff-throated Tody-Tyrant,Hemitriccus rufigularis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,btttyr2
15322,species,fotpyt1,Fork-tailed Pygmy-Tyrant,Hemitriccus furcatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,fotpyt1
15323,spuh,hemitr1,Hemitriccus sp.,Hemitriccus sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,hemitr1
15324,species,rcttyr1,Rufous-crowned Tody-Flycatcher,Poecilotriccus ruficeps,Passeriformes,Tyrannidae (Tyrant Flycatchers),,rcttyr1
15329,species,johtot1,Johnson's Tody-Flycatcher,Poecilotriccus luluae,Passeriformes,Tyrannidae (Tyrant Flycatchers),,johtot1
15330,species,wcttyr1,White-cheeked Tody-Flycatcher,Poecilotriccus albifacies,Passeriformes,Tyrannidae (Tyrant Flycatchers),,wcttyr1
15331,species,bawtyr1,Black-and-white Tody-Flycatcher,Poecilotriccus capitalis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,bawtyr1
15332,species,buctof1,Buff-cheeked Tody-Flycatcher,Poecilotriccus senex,Passeriformes,Tyrannidae (Tyrant Flycatchers),,buctof1
15333,species,rudtof1,Ruddy Tody-Flycatcher,Poecilotriccus russatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,rudtof1
15334,species,ocftof1,Ochre-faced Tody-Flycatcher,Poecilotriccus plumbeiceps,Passeriformes,Tyrannidae (Tyrant Flycatchers),,ocftof1
15339,species,smftof1,Smoky-fronted Tody-Flycatcher,Poecilotriccus fumifrons,Passeriformes,Tyrannidae (Tyrant Flycatchers),,smftof1
15342,species,ruftof1,Rusty-fronted Tody-Flycatcher,Poecilotriccus latirostris,Passeriformes,Tyrannidae (Tyrant Flycatchers),,ruftof1
15350,species,shtfly1,Slate-headed Tody-Flycatcher,Poecilotriccus sylvia,Passeriformes,Tyrannidae (Tyrant Flycatchers),,shtfly1
15356,species,gowtof1,Golden-winged Tody-Flycatcher,Poecilotriccus calopterus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,gowtof1
15357,species,bkbtof1,Black-backed Tody-Flycatcher,Poecilotriccus pulchellus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,bkbtof1
15358,spuh,poecil1,Poecilotriccus sp.,Poecilotriccus sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,poecil1
15359,species,blctyr2,Black-chested Tyrant,Taeniotriccus andrei,Passeriformes,Tyrannidae (Tyrant Flycatchers),,blctyr2
15362,species,sptfly1,Spotted Tody-Flycatcher,Todirostrum maculatum,Passeriformes,Tyrannidae (Tyrant Flycatchers),,sptfly1
15368,species,gyhtof1,Gray-headed Tody-Flycatcher,Todirostrum poliocephalum,Passeriformes,Tyrannidae (Tyrant Flycatchers),,gyhtof1
15369,species,cotfly1,Common Tody-Flycatcher,Todirostrum cinereum,Passeriformes,Tyrannidae (Tyrant Flycatchers),,cotfly1
15378,species,matfly1,Maracaibo Tody-Flycatcher,Todirostrum viridanum,Passeriformes,Tyrannidae (Tyrant Flycatchers),,matfly1
15379,species,bhtfly1,Black-headed Tody-Flycatcher,Todirostrum nigriceps,Passeriformes,Tyrannidae (Tyrant Flycatchers),,bhtfly1
15380,species,patfly1,Painted Tody-Flycatcher,Todirostrum pictum,Passeriformes,Tyrannidae (Tyrant Flycatchers),,patfly1
15381,species,ybtfly1,Yellow-browed Tody-Flycatcher,Todirostrum chrysocrotaphum,Passeriformes,Tyrannidae (Tyrant Flycatchers),,ybtfly1
15387,spuh,todiro1,Todirostrum sp.,Todirostrum sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,todiro1
15388,species,brofly1,Brownish Twistwing,Cnipodectes subbrunneus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,brofly1
15391,species,ruftwi1,Rufous Twistwing,Cnipodectes superrufus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,ruftwi1
15392,species,eyrfla1,Eye-ringed Flatbill,Rhynchocyclus brevirostris,Passeriformes,Tyrannidae (Tyrant Flycatchers),,eyrfla1
15396,species,olifla1,Olivaceous Flatbill,Rhynchocyclus olivaceus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,olifla1
15397,issf,olifla2,Olivaceous Flatbill (Western),Rhynchocyclus olivaceus [aequinoctialis Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,olifla1
15404,issf,olifla3,Olivaceous Flatbill (Eastern),Rhynchocyclus olivaceus [olivaceus Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,olifla1
15408,species,pacfla1,Pacific Flatbill,Rhynchocyclus pacificus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,pacfla1
15409,species,fubfla1,Fulvous-breasted Flatbill,Rhynchocyclus fulvipectus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,fubfla1
15410,spuh,flatbi1,flatbill sp.,Rhynchocyclus sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),,flatbi1
15411,species,yeofly1,Yellow-olive Flycatcher,Tolmomyias sulphurescens,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yeofly1
15412,issf,yeofly6,Yellow-olive Flycatcher (Gray-headed),Tolmomyias sulphurescens cinereiceps,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yeofly1
15413,issf,yeofly7,Yellow-olive Flycatcher (Yellow-olive),Tolmomyias sulphurescens flavoolivaceus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yeofly1
15414,issf,yeofly8,Yellow-olive Flycatcher (asemus),Tolmomyias sulphurescens asemus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yeofly1
15415,issf,yeofly9,Yellow-olive Flycatcher (confusus),Tolmomyias sulphurescens confusus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yeofly1
15416,issf,yeofly10,Yellow-olive Flycatcher (Santa Marta),Tolmomyias sulphurescens exortivus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yeofly1
15417,issf,yeofly11,Yellow-olive Flycatcher (Trinidad),Tolmomyias sulphurescens berlepschi,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yeofly1
15418,issf,yeofly12,Yellow-olive Flycatcher (Guianan),Tolmomyias sulphurescens cherriei/duidae,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yeofly1
15421,issf,yeofly2,Yellow-olive Flycatcher (Equatorial),Tolmomyias sulphurescens aequatorialis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yeofly1
15422,issf,yeofly4,Yellow-olive Flycatcher (Andes),Tolmomyias sulphurescens peruvianus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yeofly1
15423,issf,yeofly3,Yellow-olive Flycatcher (Riverine),Tolmomyias sulphurescens insignis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yeofly1
15424,issf,yeofly13,Yellow-olive Flycatcher (Para),Tolmomyias sulphurescens mixtus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yeofly1
15425,issf,yeofly14,Yellow-olive Flycatcher (inornatus),Tolmomyias sulphurescens inornatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yeofly1
15426,issf,yeofly5,Yellow-olive Flycatcher (Mato Grosso),Tolmomyias sulphurescens pallescens,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yeofly1
15427,issf,yeofly15,Yellow-olive Flycatcher (grisescens),Tolmomyias sulphurescens grisescens,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yeofly1
15428,issf,yeofly16,Yellow-olive Flycatcher (Sooretama),Tolmomyias sulphurescens sulphurescens,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yeofly1
15429,species,orefly1,Orange-eyed Flycatcher,Tolmomyias traylori,Passeriformes,Tyrannidae (Tyrant Flycatchers),,orefly1
15430,species,yemfly1,Yellow-margined Flycatcher,Tolmomyias assimilis,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yemfly1
15431,issf,yemfly2,Yellow-margined Flycatcher (Yellow-margined),Tolmomyias assimilis flavotectus,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yemfly1
15432,issf,yemfly3,Yellow-margined Flycatcher (Zimmer's),Tolmomyias assimilis [assimilis Group],Passeriformes,Tyrannidae (Tyrant Flycatchers),,yemfly1
15440,issf,sucfly1,Yellow-margined Flycatcher (Sucunduri),Tolmomyias assimilis sucunduri,Passeriformes,Tyrannidae (Tyrant Flycatchers),,yemfly1
